total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Vicia,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Total,1,0.4,0.4,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Achicoria,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Algodón,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Colza,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Hinojo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Jojoba,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Linaza,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Maní,1,0.4,0.4,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Maravilla,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Mimbre,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Mostaza,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Remolacha,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Soya,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Tabaco,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Tomate,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Total,14,50.5920240015,50.0920240015,0,0.5
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Sin Clasificar,1,0.5,0,0,0.5
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Poroto (Grano Seco),1,0.5,0.5,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Papa,13,49.5920240015,49.5920240015,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Vides para vinificación y uvas pisqueras,Total,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Vides para vinificación y uvas pisqueras,Tintas,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Vides para vinificación y uvas pisqueras,Blancas,0,0,0,0,0
Región Metropolitana de Santiago,Peñaflor,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Total,2817,31937.895,27743.344,4133.901,60.65
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Sin Clasificar,21,60.65,0,0,60.65
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Amaranto,1,0.2,0.2,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Avena (Grano Seco),409,1767.924,228.105,1539.819,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Cebada Cervecera,17,30.15,19.65,10.5,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Centeno,2,2.2,0.2,2,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Chía,1,0.3,0.3,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Maíz,2177,21853.041,21752.619,100.422,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Quinoa,46,107.91,23.7,84.21,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Sorgo,3,6.5,6.5,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Trigo Blanco,388,5164.82,3028.33,2136.49,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Trigo Candeal,220,2870.32,2654.02,216.3,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Triticale,5,13.3,0,13.3,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cereales,Otros Cereales,21,60.58,29.72,30.86,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Total,2041,12389.597,8921.939,3403.158,64.5
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Sin Clasificar,23,64.5,0,0,64.5
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Alfalfa,1483,7615.417,7461.644,153.773,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Arveja Forrajera,13,32,15.5,16.5,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Avena (Forrajera) Sola,457,2075.6,319.645,1755.955,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Avena Asociada,84,622.64,136.4,486.24,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Ballica Anual,10,35.67,30.57,5.1,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Ballica Bianual,7,54.6,46.6,8,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Ballica Perenne o Persistente,10,726.1,91.1,635,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Cebada Forrajera (incluye silo),49,74.75,47.46,27.29,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Falaris,8,264,0,264,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Festuca,3,16.5,16.5,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Maíz Para Silo,41,525.35,525.35,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Mezcla de Forrajeras,9,17.75,17.75,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Pasto Ovillo,4,94,94,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Balansa,1,1,0,1,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Blanco,12,44.75,44.75,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Rosado,23,51.07,31.07,20,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Trébol Subterráneo,3,3.5,0,3.5,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Vicia,3,7,0,7,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Otras Forrajeras Anuales,13,28.9,9.1,19.8,0
Región del Libertador General Bernardo O'Higgins,Total Región,Forrajeras,Otras Forrajeras Permanentes,6,34.5,34.5,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Total,252,3443.212,3400.712,11,31.5
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Sin Clasificar,2,31.5,0,0,31.5
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Alforfón (Trigo Sarraceno),1,2,2,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Colza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Curaguilla,13,49.5,49.5,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Linaza,3,30,30,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Maní,14,25.36,25.36,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Maravilla,10,22.1,12.1,10,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Mimbre,24,48.77,48.77,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Soya,8,80.3,80.3,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Tabaco,89,653.83,652.83,1,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Tomate,88,2253.162,2253.162,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Cultivos Industriales,Otros Industriales,23,246.69,246.69,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Total,654,1531.982,1373.752,155.23,3
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Sin Clasificar,5,3,0,0,3
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Arveja (Grano Seco),29,59.855,41.705,18.15,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Chícharo,9,11.1,1,10.1,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Garbanzo,33,95.01,11.45,83.56,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Lenteja,18,26.6,0,26.6,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Poroto (Grano Seco),308,711.082,702.682,8.4,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Otras Leguminosas,19,97.86,96.24,1.62,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Papa,335,508.775,501.975,6.8,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Papa Nativa,2,0.7,0.7,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,6,18,18,0,0
Región del Libertador General Bernardo O'Higgins,Total Región,Vides para vinificación y uvas pisqueras,Total,686,34032.612,33067.744,949.907,14.961
Región del Libertador General Bernardo O'Higgins,Total Región,Vides para vinificación y uvas pisqueras,Sin Clasificar,7,14.961,0,0,14.961
Región del Libertador General Bernardo O'Higgins,Total Región,Vides para vinificación y uvas pisqueras,Tintas,664,30422.57,29479.343,943.227,0
Región del Libertador General Bernardo O'Higgins,Total Región,Vides para vinificación y uvas pisqueras,Blancas,147,3595.081,3588.401,6.68,0
Región del Libertador General Bernardo O'Higgins,Total Región,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Total,41,505.9154497020001,501.4338624255,4.4815872765,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Sin Clasificar,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Amaranto,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Arroz,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Avena (Grano Seco),1,4.4815872765,0,4.4815872765,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Centeno,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Chía,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Maíz,39,468.24,468.24,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Quinoa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Trigo Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Trigo Candeal,3,29.1938624255,29.1938624255,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Triticale,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cereales,Otros Cereales,1,4,4,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Total,63,553.16,547.16,0,6
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Sin Clasificar,2,6,0,0,6
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Alfalfa,61,476.66,476.66,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Arvejilla,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Avena (Forrajera) Sola,3,34,34,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Avena Asociada,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Ballica Anual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Col,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Falaris,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Festuca,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Maíz Para Silo,3,36.5,36.5,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Mijo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Sorgo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Topinambur,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Rosado,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Vicia,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Libertador General Bernardo O'Higgins,Rancagua,Cultivos Industriales,Total,6,182.71,176.21,0,6.5
