total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región del Libertador General Bernardo O'Higgins,Peralillo,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Peumo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Quillay,5,406.3
Región del Libertador General Bernardo O'Higgins,Peralillo,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Sauce Amargo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Trevo,0,0
Región del Libertador General Bernardo O'Higgins,Peralillo,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Total,11,3632.34
Región del Libertador General Bernardo O'Higgins,Placilla,Sin clasificar,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Boldo,1,168.87
Región del Libertador General Bernardo O'Higgins,Placilla,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Espino,5,1585.63
Región del Libertador General Bernardo O'Higgins,Placilla,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Litre,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Peumo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Quillay,3,445.15
Región del Libertador General Bernardo O'Higgins,Placilla,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Roble,3,1432.69
Región del Libertador General Bernardo O'Higgins,Placilla,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Sauce Amargo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Trevo,0,0
Región del Libertador General Bernardo O'Higgins,Placilla,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Total,45,2480.742836141602
Región del Libertador General Bernardo O'Higgins,Pumanque,Sin clasificar,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Boldo,5,263.2
Región del Libertador General Bernardo O'Higgins,Pumanque,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Espino,24,1716.149836141602
Región del Libertador General Bernardo O'Higgins,Pumanque,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Litre,6,322.12
Región del Libertador General Bernardo O'Higgins,Pumanque,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Maitén,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Molle,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Naranjillo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Notro,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Ñirre,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Olivillo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Palma Chilena,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Patagua,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Pelu,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Peumo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Picha-Picha,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Pimiento,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Pitra,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Polizón,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Queñoa,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Queñoa de Altura,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Queule,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Quillay,6,160.27
Región del Libertador General Bernardo O'Higgins,Pumanque,Radal,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Rarán,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Raulí,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Roble,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Roble Blanco,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Ruil,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Sándalo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Sauce Amargo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Sauco,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tamarugo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tara,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tayu,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tepa,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tiaca,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Tineo,0,0
Región del Libertador General Bernardo O'Higgins,Pumanque,Trevo,6,19.003
Región del Libertador General Bernardo O'Higgins,Pumanque,Ulmo,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Total,22,3750.19
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Sin clasificar,1,34.8
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Alerce,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Algarrobo,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Algarrobo del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Araucaria,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Arrayán,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Avellanillo,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Avellano,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Belloto del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Belloto del Sur,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Boldo,7,1403.67
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Canelo,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Carbonillo o Carbón,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Chañar,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Ciprés de La Cordillera,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Ciprés de Las Guaitecas,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Coigüe,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Coigüe de Chiloé,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Coigüe de Magallanes,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Culén,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Espino,6,207.92
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Fuinque,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Huala,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Hualo,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Huayún,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Huella,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Huingán,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Laurel,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Lenga,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Leña Dura,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Lingue,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Lingue del Norte,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Litre,1,150
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Lleuque,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Luma,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Luma de Más Afuera,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Maitén,1,9.2
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Mañío de Hojas Cortas,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Mañío de Hojas Largas,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Mañío de Hojas Punzantes,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Mardoño,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Melí,0,0
Región del Libertador General Bernardo O'Higgins,Santa Cruz,Molle,0,0
